Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
regulation of cellular response to growth factor stimulus (GO:0090287)	4/19	0.0000139234209748832914893025558544792374959797598421573638916015625	0.0023349620275826539310404239557783512282185256481170654296875	0.000042990537150684195698280287700754342949949204921722412109375	0.007007636973937765752229456239774663117714226245880126953125	-2.8496138528545285	31.864205921145352	SFRP4;PCSK6;SULF1;FBN1
definitive hemopoiesis (GO:0060216)	3/7	0.0000171776392598818814492524220671754164868616499006748199462890625	0.0023349620275826539310404239557783512282185256481170654296875	0.000074371852236931697472700764084407865084358491003513336181640625	0.0090361800467872004094527227380240219645202159881591796875	-2.5405449535192437	27.8746104165707	MFAP5;TGFBR3;TEK
regulation of angiogenesis (GO:0045765)	11/178	0.000000200448375740005126193542879693698655074740599957294762134552001953125	0.000081181592174702077034827152335338951161247678101062774658203125	0.0000007922754626990317808915456447571568077137271757237613201141357421875	0.0003208715623931078573909114748374804548802785575389862060546875	-1.7761670938477334	27.393308403108975	ECM1;RAMP2;RRAS;ANXA3;NPR1;FGF18;TEK;KLF4;SULF1;CD34;DCN
positive regulation of vasculature development (GO:1904018)	8/105	0.0000020340627233372717065401809322100490362572600133717060089111328125	0.0006178465522136962310983943069686574744991958141326904296875	0.000006385998976680823933406438985826980569981969892978668212890625	0.0019397471891668001918451746945493141538463532924652099609375	-2.0858199117299185	27.33566159077535	TMEM100;ECM1;RAMP2;RRAS;ANXA3;FGF18;TEK;CD34
positive regulation of angiogenesis (GO:0045766)	9/104	0.000000153797446059454685744088443810628774599535972811281681060791015625	0.000081181592174702077034827152335338951161247678101062774658203125	0.00000061135092386947989420535598537043142641778104007244110107421875	0.0003208715623931078573909114748374804548802785575389862060546875	-1.5500095487941041	24.31597534563533	ECM1;RAMP2;RRAS;ANXA3;FGF18;ITGA5;TEK;KLF4;CD34
positive regulation of CD4-positive, alpha-beta T cell activation (GO:2000516)	3/8	0.00002732261553606813063378895567456794424288091249763965606689453125	0.003017907079665707419102727016024800832383334636688232421875	0.000101609701647358712829627425122680506319738924503326416015625	0.01028798229179507008057559147573556401766836643218994140625	-2.2931034968985626	24.095463272577714	LGALS9;CD55;TGFBR2
hemopoiesis (GO:0030097)	8/77	0.0000001854754409466159832282623580457237011387405800633132457733154296875	0.000081181592174702077034827152335338951161247678101062774658203125	0.0000007361893975911487536284601163050211880545248277485370635986328125	0.0003208715623931078573909114748374804548802785575389862060546875	-1.4468712580091367	22.427001293214328	MFAP5;TGFBR3;CD164;CSF1;RRAS;TEK;CD34;TGFBR2
nucleotide-sugar biosynthetic process (GO:0009226)	4/20	0.00001729601501913077048699050874969174174111685715615749359130859375	0.0023349620275826539310404239557783512282185256481170654296875	0.000051241430004670982596877426562542723331716842949390411376953125	0.007007636973937765752229456239774663117714226245880126953125	-2.0424434513643512	22.3954627629017	UGDH;UGP2;GFPT2;UAP1
nucleotide-sugar metabolic process (GO:0009225)	3/14	0.00017143040323028662101807750861581780554843135178089141845703125	0.0103217806528155438272609245586863835342228412628173828125	0.0004030191785126657614581058286518100430839695036411285400390625	0.0233844869556612648675564258837766828946769237518310546875	-2.5253097930618456	21.897802612979124	UGDH;UGP2;GFPT2
regulation of vasculogenesis (GO:2001212)	3/13	0.00013549028229853748409201863456274850250338204205036163330078125	0.0103217806528155438272609245586863835342228412628173828125	0.000334021613496682267564763524347881684661842882633209228515625	0.0233844869556612648675564258837766828946769237518310546875	-2.4432787535349667	21.761332536784032	TMEM100;CD34;XDH
cleavage furrow formation (GO:0036089)	2/8	0.00172542898195616849210676235770733910612761974334716796875	0.03743564666208472335728885127537068910896778106689453125	0.0032448575230408275259230688192246816470287740230560302734375	0.069166699833238698413850897850352339446544647216796875	-3.3233687375939773	21.14420103680833	SNX18;SNX9
positive regulation of macrophage chemotaxis (GO:0010759)	2/8	0.00172542898195616849210676235770733910612761974334716796875	0.03743564666208472335728885127537068910896778106689453125	0.0032448575230408275259230688192246816470287740230560302734375	0.069166699833238698413850897850352339446544647216796875	-3.1948645315552526	20.326621351526295	CSF1;RARRES2
regulation of BMP signaling pathway (GO:0030510)	6/57	0.0000061814523777279015351988032678232087846481590531766414642333984375	0.0015020929277878799536216636312246919260360300540924072265625	0.00001769456952433696235622850867486022252705879509449005126953125	0.00429978039441388133756749567737642792053520679473876953125	-1.6219893106801566	19.454070535833402	ACVRL1;SFRP4;HTRA3;PCSK6;SULF1;NBL1
positive regulation of alpha-beta T cell proliferation (GO:0046641)	3/14	0.00017143040323028662101807750861581780554843135178089141845703125	0.0103217806528155438272609245586863835342228412628173828125	0.0004030191785126657614581058286518100430839695036411285400390625	0.0233844869556612648675564258837766828946769237518310546875	-2.2165428694269633	19.220381741389502	LGALS9;CD55;TGFBR2
renal filtration (GO:0097205)	2/12	0.0039824655351029560057529721461833105422556400299072265625	0.05376328472388990087349469604305340908467769622802734375	0.006413806229761709852554840693983351229690015316009521484375	0.0875592648220278324533438762955483980476856231689453125	-3.4167990822799155	18.880733457905315	SULF1;CD34
regulation of tube diameter (GO:0035296)	2/8	0.00172542898195616849210676235770733910612761974334716796875	0.03743564666208472335728885127537068910896778106689453125	0.0032448575230408275259230688192246816470287740230560302734375	0.069166699833238698413850897850352339446544647216796875	-2.9335262576650245	18.663914189591573	ACE;NPR1
negative regulation of mononuclear cell migration (GO:0071676)	2/7	0.001300902390441609213223017604832421056926250457763671875	0.036551665881353771758721649121071095578372478485107421875	0.002610760388909855005123983318071623216383159160614013671875	0.06908127044879279476941036364223691634833812713623046875	-2.795531829472516	18.57546226493644	NOV;NBL1
cellular response to laminar fluid shear stress (GO:0071499)	2/8	0.00172542898195616849210676235770733910612761974334716796875	0.03743564666208472335728885127537068910896778106689453125	0.0032448575230408275259230688192246816470287740230560302734375	0.069166699833238698413850897850352339446544647216796875	-2.8985661282336928	18.44148807219839	KLF4;KLF2
wound healing, spreading of epidermal cells (GO:0035313)	2/8	0.00172542898195616849210676235770733910612761974334716796875	0.03743564666208472335728885127537068910896778106689453125	0.0032448575230408275259230688192246816470287740230560302734375	0.069166699833238698413850897850352339446544647216796875	-2.8224695292226203	17.957340234642338	ACVRL1;ITGA5
positive regulation of macrophage migration (GO:1905523)	2/8	0.00172542898195616849210676235770733910612761974334716796875	0.03743564666208472335728885127537068910896778106689453125	0.0032448575230408275259230688192246816470287740230560302734375	0.069166699833238698413850897850352339446544647216796875	-2.807674147811048	17.86320788169464	CSF1;RARRES2
